ocid,title,agency,planned_budget_amount,award_start,award_end,tender_date,district,sector,source_ref
ocds-rw2stw-NITDB-7786/NIRTTP/PCO/NITDB/W/ICB-4,Construction of Kathmandu ICD/CFS (Part A: Main block),Nepal Intermodal Transport Development Board,,,,2018-03-14 05:00:00+05:45,Kathmandu,Other/Uncategorized,3439
ocds-rw2stw-AQOK-7815/GoN/AQO/NCB  01-074/75,Finishing work of Animal Quarantine Office,"Animal Quarantine Office, Kathmandu",,,,2018-03-14 00:00:00+05:45,Kathmandu,Buildings/Facilities,998
ocds-rw2stw-2DROK-7807/08-074-75/060,Road extension and improvement of Jaybhadrakali Taulung School to Deuwa Niwas Bu.Na.Pa. 3 Samudayik Bhawan Kalikamarg Sapredhunga,206 Division Road Office Kathmandu1,,,,2018-03-12 23:59:00+05:45,Kathmandu,Roads/Drainage,544
ocds-rw2stw-2DROK-7806/08-074-75/059,Road extension and improvement of Sattale Milanchowk Aani Gumba West Kapan Road,206 Division Road Office Kathmandu1,,,,2018-03-12 23:59:00+05:45,Kathmandu,Roads/Drainage,558
ocds-rw2stw-2DROK-7805/08-074-75/058,Construction of pipe culvert and approach road at Budhanilkantha 3 Chapali Health Center Mathillo Bhangal,206 Division Road Office Kathmandu1,,,,2018-03-12 23:00:00+05:45,Kathmandu,Roads/Drainage,524
ocds-rw2stw-2DROK-7804/08-074-75/057,Road extension and improvement of Gaurighat Road,206 Division Road Office Kathmandu1,,,,2018-03-12 22:00:00+05:45,Kathmandu,Roads/Drainage,526
ocds-rw2stw-2DROK-7803/08-074-75/056,Improvement of Budhanilkatha East Tailung School Deuba Chowk Road,206 Division Road Office Kathmandu1,,,,2018-03-12 22:00:00+05:45,Kathmandu,Roads/Drainage,531
ocds-rw2stw-2DROK-7802/08-074-75/055,"Improvement of Shri Shanti Marg-1, Shankhamul",206 Division Road Office Kathmandu1,,,,2018-03-12 19:00:00+05:45,Kathmandu,Other/Uncategorized,527
ocds-rw2stw-2DROK-7800/08-074-75/054,Improvement  of Approach Road of Budhanilkatha East Tailung School Deuba Chowk Road,206 Division Road Office Kathmandu1,,,,2018-03-12 18:00:00+05:45,Kathmandu,Roads/Drainage,523
ocds-rw2stw-2DROK-7798/08-074-75/053,Improvement of Janaudaygalli Road,206 Division Road Office Kathmandu1,,,,2018-03-12 18:00:00+05:45,Kathmandu,Roads/Drainage,528
ocds-rw2stw-2DROK-7791/08-074-75/050,Supply of Grit cover and manhole cover at office yard,206 Division Road Office Kathmandu1,,,,2018-03-12 17:00:00+05:45,Kathmandu,Buildings/Facilities,517
ocds-rw2stw-2DROK-7793/08-074-75/051,Thermoplastic painting on various SRN/SURN Roads,206 Division Road Office Kathmandu1,,,,2018-03-12 17:00:00+05:45,Kathmandu,Roads/Drainage,522
ocds-rw2stw-2DROK-7795/08-074-75/052,Thermoplastic painting and road safety works on various SRN/SURN Roads,206 Division Road Office Kathmandu1,,,,2018-03-12 17:00:00+05:45,Kathmandu,Roads/Drainage,533
ocds-rw2stw-DLPIUBK-2774/DLPIU/KTM/NCB WORKS-BID-01-074/75,"DLPIU/KTM/NCB Works-Bid-01-074/075, Construction of New Office Building for Directorate of Fisheries Development, Balaju, Kathmandu",District Level Project Implementation Unit (Building) Kathmandu,,,,2018-03-12 04:00:00+05:45,Kathmandu,Buildings/Facilities,1864
ocds-rw2stw-KVDAK-7646/01-GDS-KVDA-074/75,Procurement of Supply of Compact SUV,Kathmandu Valley Development Authority (KVDA),,,,2018-03-09 23:59:00+05:45,Kathmandu,Procurement/General,2988
ocds-rw2stw-KUKL-3626/NCB/03/FY/074/75,Supply & Delivery of   Water Treatment Chemical   NCB/03/074/75,Kathmandu Upatyaka khanepani Limited,,,,2018-03-05 10:00:00+05:45,Kathmandu,Water/Sanitation,2953
ocds-rw2stw-DDOK-6551/DUDBC/DOK/KTM/NCB WORKS-EBID-7/074/075,"DUDBC/DOK/KTM/NCB WORKS-EBID-7/074/075, Construction of Residential Building for Jhamak Kumari Ghimire, Gothatar, Kathmandu","DUDBC, DIVISION OFFICE, KATHMANDU",,2018-05-09T16:02:47+05:45,2018-05-28T00:00:00+05:45,2018-02-25 10:00:00+05:45,Kathmandu,Buildings/Facilities,1701
ocds-rw2stw-DOA-6502/DOA-65/074/075,"Reconstruction work of Dakchinkali Mata’s Aama Than  Dakchinkali, Kathmandu  ",Department of Archaeology,,,,2018-02-12 00:00:00+05:45,Kathmandu,Other/Uncategorized,1900
"ocds-rw2stw-DOFTQC-6326/DFTQC/NCB-02/2074-75, Package-I","Supply, Delivery and Commissioning of Laboratory Equipments at Department of Food Technology and Quality Control, Babarmahal, Kathmandu",Department of Food Technalogy & Quality Control,,,,2018-02-08 06:00:00+05:45,Kathmandu,Procurement/General,1959
"ocds-rw2stw-DOFTQC-6328/DFTQC/NCB-02/2074-75, Package-III","Supply, Delivery and Commissioning of Laboratory Equipments at Department of Food Technology and Quality Control, Babarmahal, Kathmandu",Department of Food Technalogy & Quality Control,,,,2018-02-08 06:00:00+05:45,Kathmandu,Procurement/General,1960
"ocds-rw2stw-DOFTQC-6330/DFTQC/NCB-02/2074-75, Package-V","Supply, Delivery and Commissioning of Laboratory Equipments at Department of Food Technology and Quality Control, Babarmahal, Kathmandu",Department of Food Technalogy & Quality Control,,,,2018-02-08 06:00:00+05:45,Kathmandu,Procurement/General,1961
"ocds-rw2stw-DOFTQC-6327/DFTQC/NCB-02/2074-75, Package-II","Supply, Delivery and Commissioning of Laboratory Equipments at Department of Food Technology and Quality Control, Babarmahal, Kathmandu",Department of Food Technalogy & Quality Control,,,,2018-02-08 06:00:00+05:45,Kathmandu,Procurement/General,1978
"ocds-rw2stw-DOFTQC-6329/DFTQC/NCB-02/2074-75, Package-IV","Supply, Delivery and Commissioning of Laboratory Equipments at Department of Food Technology and Quality Control, Babarmahal, Kathmandu",Department of Food Technalogy & Quality Control,,,,2018-02-08 06:00:00+05:45,Kathmandu,Procurement/General,2000
ocds-rw2stw-2DROK-6308/07-074-75/049,Construction of approach road for Bagmati River Bridge (Tamraganaga Bauddha),206 Division Road Office Kathmandu1,,2018-06-01T12:51:06+05:45,,2018-02-08 00:00:00+05:45,Kathmandu,Roads/Drainage,520
ocds-rw2stw-2DROK-6305/07-074-75/048,Improvement of Mitrapark Gaurighat Nayabasti Road,206 Division Road Office Kathmandu1,,,,2018-02-08 00:00:00+05:45,Kathmandu,Roads/Drainage,525
ocds-rw2stw-2DROK-6248/07-074-75/047,Construction of office building/ shed at DRO Kathmandu-1,206 Division Road Office Kathmandu1,,,,2018-02-07 01:00:00+05:45,Kathmandu,Buildings/Facilities,519
ocds-rw2stw-2DROK-5748/07-074-75/045,Supply of Bitumen at DRO Yard,206 Division Road Office Kathmandu1,,,,2018-02-07 00:00:00+05:45,Kathmandu,Procurement/General,505
ocds-rw2stw-2DROK-5750/07-074-75/046,Thermoplastic painting on various SRN/SURN Roads,206 Division Road Office Kathmandu1,,,,2018-02-07 00:00:00+05:45,Kathmandu,Roads/Drainage,511
ocds-rw2stw-KTMFTEWRP-5929/KTFT/NCB/74/75/17,Supply of Drone,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-29 16:00:00+05:45,Kathmandu,Procurement/General,2965
ocds-rw2stw-NSC-5172/NCB/Works-3/SAG/ADMIN,"Construction of Administration Building at Tripureshwor, Kathmandu.",National Sports Council,,2018-06-06T12:59:28+05:45,,2018-01-26 00:00:00+05:45,Kathmandu,Buildings/Facilities,3559
ocds-rw2stw-KUKL-3620/NCB/02/FY/074/75,"1/2"" WATER REVENUE METER NCB/02/FY/074/75",Kathmandu Upatyaka khanepani Limited,,2018-05-15T10:43:13+05:45,,2018-01-24 10:00:00+05:45,Kathmandu,Water/Sanitation,2964
ocds-rw2stw-KTMFTEWRP-5683/KTFT/NCB/74/75/16,Supply of Tractor,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-23 12:00:00+05:45,Kathmandu,Procurement/General,2975
ocds-rw2stw-DDOK-5539/DUDBC/DOK/KTM/NCB WORKS-EBID-5/074/075,"Construction and Upgrading of 1.3 KM Road (Tokha Municipality, Tokha-Bhutkhel-Harmoni Housing) Kathmandu","DUDBC, DIVISION OFFICE, KATHMANDU",,2018-05-09T16:04:41+05:45,2018-06-01T00:00:00+05:45,2018-01-21 16:00:00+05:45,Kathmandu,Roads/Drainage,1703
ocds-rw2stw-2DROK-5033/DROKTM2/3371653/074/75- 17,Periodic Maintenance Work of Samakhosi-Gongbu-Baniyatar Road.,207 Division Road Office Kathmandu2,,,,2018-01-15 00:00:00+05:45,Kathmandu,Roads/Drainage,512
ocds-rw2stw-2DROK-5403/DROKTM2/3371574/074/75-19,Supplying of construction Materials,207 Division Road Office Kathmandu2,,,,2018-01-15 00:00:00+05:45,Kathmandu,Procurement/General,513
ocds-rw2stw-2DROK-5034/DROKTM2/3371574/074/75-18,"Construction of a prestress bridge over Bagmati River,setidevi Kathmandu",207 Division Road Office Kathmandu2,,,,2018-01-15 00:00:00+05:45,Kathmandu,Roads/Drainage,515
ocds-rw2stw-KTMFTEWRP-3255/Lease Equipment /074/75/5,Lease Equipment for Nijgadha,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-14 16:00:00+05:45,Kathmandu,Other/Uncategorized,2907
ocds-rw2stw-KTMFTEWRP-3249/Lease Equipment /074/75/1,Lease Equipment for Makhubeshi,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-11 06:00:00+05:45,Kathmandu,Other/Uncategorized,2914
ocds-rw2stw-KTMFTEWRP-5264/KTFT/NCB/74/75/15,Supply for Computer Equipments,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-10 16:00:00+05:45,Kathmandu,Procurement/General,2961
ocds-rw2stw-KVDAK-5158/02-INLPP-CCB-074/75,Construction of Community Building,Kathmandu Valley Development Authority (KVDA),,,,2018-01-08 15:00:00+05:45,Kathmandu,Buildings/Facilities,2977
ocds-rw2stw-KVDAK-5155/03-INLPP-CCW-074/75,Construction of Compound wall (Rubble Masonary),Kathmandu Valley Development Authority (KVDA),,,,2018-01-08 15:00:00+05:45,Kathmandu,Other/Uncategorized,2981
ocds-rw2stw-KTMFTEWRP-4993/KTFT/NCB/WORKS/2074/075 - 22,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 22",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 19:00:00+05:45,Kathmandu,Roads/Drainage,2947
ocds-rw2stw-KTMFTEWRP-4991/KTFT/NCB/WORKS/2074/075 - 20,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 20",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 19:00:00+05:45,Kathmandu,Roads/Drainage,2950
ocds-rw2stw-KTMFTEWRP-4994/KTFT/NCB/WORKS/2074/075 - 23,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 23",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 19:00:00+05:45,Kathmandu,Roads/Drainage,2954
ocds-rw2stw-KTMFTEWRP-4992/KTFT/NCB/WORKS/2074/075 - 21,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 21",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 19:00:00+05:45,Kathmandu,Roads/Drainage,2963
ocds-rw2stw-KTMFTEWRP-4990/KTFT/NCB/WORKS/2074/075 - 19,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 19",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 18:00:00+05:45,Kathmandu,Roads/Drainage,2960
ocds-rw2stw-KTMFTEWRP-4989/KTFT/NCB/WORKS/2074/075 - 18,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 18",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-04 18:00:00+05:45,Kathmandu,Roads/Drainage,2962
ocds-rw2stw-KTMFTEWRP-4940/KTFT/NCB/WORKS/ 2074/075-14,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 14",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2925
ocds-rw2stw-KTMFTEWRP-4938/KTFT/NCB/WORKS/ 2074/075-13,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 13",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2939
ocds-rw2stw-KTMFTEWRP-4930/KTFT/NCB/WORKS/ 2074/075-10,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 10",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2943
ocds-rw2stw-KTMFTEWRP-4941/KTFT/NCB/WORKS/ 2074/075-15,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 15",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2945
ocds-rw2stw-KTMFTEWRP-4943/KTFT/NCB/WORKS/ 2074/075-16,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 16",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2948
ocds-rw2stw-KTMFTEWRP-4935/KTFT/NCB/WORKS/ 2074/075-12,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 12",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2956
ocds-rw2stw-KTMFTEWRP-4933/KTFT/NCB/WORKS/ 2074/075-11,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 11",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2018-01-03 23:00:00+05:45,Kathmandu,Roads/Drainage,2967
ocds-rw2stw-CVLTK-4907/CVL/Goods/NCB/074/75-02,"Supply and Delivery of Laboratory Reagents and Chemicals  at Central Veterinary Laboratory Tripureshwor, Kathmandu.  ","Central Veterinary Laboratory, Tripureshwor, Kathmandu",,,,2018-01-03 11:00:00+05:45,Kathmandu,Procurement/General,1528
ocds-rw2stw-NIDK-4644/03/074/75/NID,"Construction of NID Residential Safe House at Ranibari, Kathmandu","National Investigation Department, Kathmandu",,2018-03-07T17:45:06+05:45,,2018-01-02 00:00:00+05:45,Kathmandu,Other/Uncategorized,3458
ocds-rw2stw-DTODK-4613/DTO/KTM/NCB-02 (2074/075),Construction of RCC Arch Bridge over Salinadi,"District Technical Office (DTO), Kathmandu",,,,2017-12-27 17:00:00+05:45,Kathmandu,Roads/Drainage,2243
ocds-rw2stw-KRIP-4424/2/74/75/5, Construction of Drain & Asphalt concrete for Service road work along Kalanki-Balkhu river corridor ,Kathmandu Ringroad Improvement Project,,,,2017-12-26 00:00:00+05:45,Kathmandu,Roads/Drainage,2867
ocds-rw2stw-KVDAK-4464/01-INLPP-CCWDBW-074/75,Construction of deep boring works,Kathmandu Valley Development Authority (KVDA),,,,2017-12-22 18:00:00+05:45,Kathmandu,Other/Uncategorized,2970
ocds-rw2stw-KTMFTEWRP-3253/Lease Equipment /074/75/4,Lease Equipment for Budune,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-12-21 12:00:00+05:45,Kathmandu,Other/Uncategorized,2946
ocds-rw2stw-DTODK-4357/EEAP/DLPIU/KTM/NCB/W/PDRF-01 (2074/075),Reconstruction and Rehabilitation of Nagdhunga-Badhbhanjyang-Bhimdhunga-Bhuldhunga-Ramkot Road Sub-Project,"District Technical Office (DTO), Kathmandu",,,,2017-12-20 15:00:00+05:45,Kathmandu,Roads/Drainage,2211
ocds-rw2stw-KTMFTEWRP-3252/Lease Equipment /074/75/3,Lease Equipment for Lendanda,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-12-17 12:00:00+05:45,Kathmandu,Other/Uncategorized,2915
ocds-rw2stw-KTMFTEWRP-4249/KTFT/NCB/74/75/14,Supply of Double Cab Pick Up,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-12-17 12:00:00+05:45,Kathmandu,Procurement/General,2934
ocds-rw2stw-KTMFTEWRP-4248/KTFT/NCB/74/7513,Supply of SUV Jeep,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-12-17 12:00:00+05:45,Kathmandu,Procurement/General,2942
ocds-rw2stw-KVRIP-4163/01-074-75 (003),Construction of Retaining Structure and Pavement including Footpath on Gaushala- Tinkune Road,Kathmandu Valley Road Improvement Project,,,,2017-12-17 06:00:00+05:45,Kathmandu,Roads/Drainage,2972
ocds-rw2stw-KVRIP-4181/01-074-75 (004),Construction of Retaining Structures at Dholahiti- Sunakothi -Chapagaun Road (Chainage:  7+365-7+445),Kathmandu Valley Road Improvement Project,,,,2017-12-17 06:00:00+05:45,Kathmandu,Roads/Drainage,2973
ocds-rw2stw-KVRIP-4150/01-074-75 (002),"Construction of Protection wall and Realignment of Sewer Line at Tinkune, Bagmati Bridge, Dhobikhola Bridge",Kathmandu Valley Road Improvement Project,,,,2017-12-17 06:00:00+05:45,Kathmandu,Roads/Drainage,2974
ocds-rw2stw-KVRIP-4196/01-074-75 (005),Pavement Works at Jadibuti-Pepsicola-Manohara Road Ch. 0+760 and 1+840,Kathmandu Valley Road Improvement Project,,,,2017-12-17 06:00:00+05:45,Kathmandu,Roads/Drainage,2978
ocds-rw2stw-KVRIP-4092/01-074-75,RCC gabion structure works in Chabahil Jorpati Sankhu Road,Kathmandu Valley Road Improvement Project,,,,2017-12-17 06:00:00+05:45,Kathmandu,Roads/Drainage,2991
ocds-rw2stw-2DROK-4077/DROKTM2/3371653/074/75-11,"Road pavement,road furniture and crash barrier work on Nagdhuna- pipalamod road",207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,508
ocds-rw2stw-2DROK-4079/DROKTM2/3373354/074/75-13,Construction and improvement of Thankot highway(Satungal)-Panga -Jalbire Road,207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,509
ocds-rw2stw-2DROK-4073/DROKTM2/3371653/074/75-10,Specific maintenance work on Kalanki Makalu petrol pump- Prano Naikap- Nagdhunga Road,207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,510
ocds-rw2stw-2DROK-4049/DROKTM2/3371653/074/75-09,Emergency road maintenance work of Kalanki maklu patrolpump-Purano Naikap-Nagdhunga Road ,207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,514
ocds-rw2stw-2DROK-4081/DROKTM2/3373354/074/75-14,Asphalt overlay work on Narayangopal chowk Kalanki ring road (Balaju chowk-Bishnumati Bridge balaju),207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,516
ocds-rw2stw-2DROK-4082/DROKTM2/3371653/074/75-12,Periodic maintenance work on Budhanilkantha- dadagaun- jhor Road,207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,518
ocds-rw2stw-2DROK-8668/DROKTM2/3371653/074/75-11,Construction of  RCC Slab Culvert over Mahadev khola Thatigaun-2 Tarkeshwor,207 Division Road Office Kathmandu2,,,,2017-12-14 00:00:00+05:45,Kathmandu,Roads/Drainage,532
ocds-rw2stw-2DROK-3950/06-074-75/041,Extension and Improvement of Basuki Marg Mid Baneshwor Road,206 Division Road Office Kathmandu1,,,,2017-12-11 16:30:00+05:45,Kathmandu,Roads/Drainage,501
ocds-rw2stw-2DROK-3996/06-074-75/044,"Construction of RCC bridge over Manamati Khola, Shankharapur Municipality",206 Division Road Office Kathmandu1,,2018-06-01T12:13:05+05:45,,2017-12-11 16:30:00+05:45,Kathmandu,Roads/Drainage,507
ocds-rw2stw-2DROK-3995/06-074-75/043,"Construction of RCC bridge over Gyamire Khola, Bu.Na.Pa. 1 & 4, Budhanilkhantha",206 Division Road Office Kathmandu1,,2018-06-01T12:12:02+05:45,,2017-12-11 16:00:00+05:45,Kathmandu,Roads/Drainage,500
ocds-rw2stw-2DROK-3994/06-074-75/042,"Construction of RCC bridge over Ghattekhola, Shakharapur Municipality",206 Division Road Office Kathmandu1,,2018-06-01T12:10:56+05:45,,2017-12-11 16:00:00+05:45,Kathmandu,Roads/Drainage,504
ocds-rw2stw-2DROK-3946/06-074-75/040,Extension & Improvement of Buddhanagar Dhobikholachowk Road,206 Division Road Office Kathmandu1,,,,2017-12-05 16:00:00+05:45,Kathmandu,Roads/Drainage,503
ocds-rw2stw-2DROK-3936/06-074-75/039,Supply of construction materials at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-12-05 13:00:00+05:45,Kathmandu,Procurement/General,495
ocds-rw2stw-DTODK-3797/RRRSDP-01/074/75,"KMC-14, Khadkagaun - Purano Naikap-8, Kangkali – Indradaha Road Project","District Technical Office (DTO), Kathmandu",,,,2017-11-30 15:00:00+05:45,Kathmandu,Roads/Drainage,2212
ocds-rw2stw-KTMFTEWRP-3699/KTFT/NCB/74/75/12,Construction of Office Building with furniture and accessories all complete ,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2940
ocds-rw2stw-BCAMD-3590/GoN 2-2074/75 BCMDO,"Supply of Machinery (Electric,  Electronics) and Furniture (Including Furnishing goods), BCMDO Khusibu, Kathmandu",Building Construction and Maintenance Division,,,,2017-11-22 15:30:00+05:45,Kathmandu,Electric/ICT,1032
ocds-rw2stw-CVLTK-3513/CVL/Works/NCB/074/75-01 ,Upgrading of Newly Constructed BSL2 + Laboratory,"Central Veterinary Laboratory, Tripureshwor, Kathmandu",,,,2017-11-22 00:00:00+05:45,Kathmandu,Other/Uncategorized,1504
ocds-rw2stw-KTMFTEWRP-3519/KTFT/NCB/WORKS/ 2074/075-1      ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  1",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2899
ocds-rw2stw-KTMFTEWRP-3521/KTFT/NCB/WORKS/2074/075-2,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  2",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2918
ocds-rw2stw-KTMFTEWRP-3526/KTFT/NCB/WORKS/2074/075-6,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  6",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2919
ocds-rw2stw-KTMFTEWRP-3522/KTFT/NCB/WORKS/2074/075-3 ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  3",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2921
ocds-rw2stw-KTMFTEWRP-3531/KTFT/NCB/WORKS/2074/075-9,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  9",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2922
ocds-rw2stw-KTMFTEWRP-3529/KTFT/NCB/WORKS/2074/075-8,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  8",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2933
ocds-rw2stw-KTMFTEWRP-3527/KTFT/NCB/WORKS/2074/075-7 ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  7",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2949
ocds-rw2stw-KTMFTEWRP-3525/KTFT/NCB/WORKS/2074/075-5 ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  5",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2957
ocds-rw2stw-KTMFTEWRP-3523/KTFT/NCB/WORKS/2074/075-4,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  4",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-21 18:00:00+05:45,Kathmandu,Roads/Drainage,2968
ocds-rw2stw-2DROK-3482/05-074-75/030,Footpath maintenance on Singhdurabar Maitighar Road,206 Division Road Office Kathmandu1,,,,2017-11-19 23:59:00+05:45,Kathmandu,Roads/Drainage,506
ocds-rw2stw-2DROK-3478/05-074-75/035,Construction of office building/shed at DRO Kathmandu-1,206 Division Road Office Kathmandu1,,,,2017-11-19 23:50:00+05:45,Kathmandu,Buildings/Facilities,486
ocds-rw2stw-2DROK-3480/05-074-75/031,"Painting on Kerbstones, parapets and road furniture of SRN/SURN Road of DRO Kathmandu-1",206 Division Road Office Kathmandu1,,,,2017-11-19 23:50:00+05:45,Kathmandu,Roads/Drainage,498
ocds-rw2stw-2DROK-3476/05-074-75/034,"Construction of approach road to Bagmati Bridge, Gaihrigaon, Jagritinagar",206 Division Road Office Kathmandu1,,,,2017-11-19 23:50:00+05:45,Kathmandu,Roads/Drainage,499
ocds-rw2stw-2DROK-3459/05-074-75/038,Road extension and improvement of Ganeshchowk Chunikhel Kaudole Gamcha Sapatar ,206 Division Road Office Kathmandu1,,,,2017-11-19 23:00:00+05:45,Kathmandu,Roads/Drainage,497
ocds-rw2stw-2DROK-3457/05-074-75/037,Road extension and improvement of Chunikhel Sapatar Road,206 Division Road Office Kathmandu1,,2018-06-01T12:18:01+05:45,,2017-11-19 22:00:00+05:45,Kathmandu,Roads/Drainage,494
ocds-rw2stw-2DROK-3450/05-074-75/036,Road extension and improvement of Thali Bhutepokhari Tamdanda Baguwa Gokarna Road,206 Division Road Office Kathmandu1,,2018-06-01T12:00:19+05:45,,2017-11-19 21:00:00+05:45,Kathmandu,Roads/Drainage,490
ocds-rw2stw-2DROK-3446/05-074-75/033,"Improvement of Chandi Marg Bijaychow, Bhimsengola",206 Division Road Office Kathmandu1,,,,2017-11-19 18:00:00+05:45,Kathmandu,Other/Uncategorized,485
ocds-rw2stw-2DROK-3439/05-074-75/032,"Improvement of Adarshanagar Sungabha Tole, Kapan",206 Division Road Office Kathmandu1,,,,2017-11-19 16:00:00+05:45,Kathmandu,Other/Uncategorized,487
ocds-rw2stw-2DROK-3416/05-074-75/029,Supply of construction materials at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-11-19 15:00:00+05:45,Kathmandu,Procurement/General,473
